Dl = 0,Dl = 1,Dl = 2,Dl = 3,Dl = 4,Dl = 5,Dl = 6,Dl = 7,Dl = 8,Dl = 9,Dl = 10
5.856264880059923e-9,1.0672017811005615e-8,1.3349335250777251e-8,1.480186350556723e-8,1.5656714195813378e-8,1.6192159674913366e-8,1.654805463434211e-8,1.6795107350388725e-8,1.697336983478041e-8,1.7105850008535746e-8,1.720695011927761e-8
8.241750035706222e-9,1.6076161454619563e-8,2.1070160410065975e-8,2.403343277551973e-8,2.5898862877659543e-8,2.7124648727378605e-8,2.797055056336447e-8,2.857485777133458e-8,2.9021273446087205e-8,2.9359363741940985e-8,2.9621530660380186e-8
1.7286669660298577e-8,3.4948649084114886e-8,4.661178597898051e-8,5.369294871648958e-8,5.820623382025452e-8,6.119822365809247e-8,6.327475165663693e-8,6.476484373126358e-8,6.586911356266222e-8,6.670764060990349e-8,6.735916624340109e-8
1.839377321965161e-8,3.7687528374990097e-8,5.076305280956933e-8,5.8862154776760133e-8,6.410542191511344e-8,6.762322950403867e-8,7.008827091025571e-8,7.187081231035277e-8,7.320027757627773e-8,7.42151594396528e-8,7.50072805404175e-8
1.8612151171296423e-8,3.829070044211939e-8,5.1755179506995015e-8,6.016896576117941e-8,6.565767241307312e-8,6.936407982109899e-8,7.197552077007193e-8,7.387276074935491e-8,7.52934148653216e-8,7.638165547320954e-8,7.723357393529364e-8
1.8673953037867108e-8,3.847391825378222e-8,5.207447642498737e-8,6.060842416429273e-8,6.619699144587424e-8,6.998418406653734e-8,7.26608583747707e-8,7.461091993629173e-8,7.607469512376205e-8,7.71984232827008e-8,7.807981958647021e-8
1.869599687498296e-8,3.8542531397101185e-8,5.219944112071774e-8,6.078667261589637e-8,6.642178321856296e-8,7.024821493530607e-8,7.295761051593286e-8,7.493489796500707e-8,7.64213989198181e-8,7.756419296351945e-8,7.846168578988559e-8
1.8705211493934586e-8,3.857224474702194e-8,5.2255523572481e-8,6.08690936302775e-8,6.652815758041947e-8,7.03754702424965e-8,7.310274888523026e-8,7.509525661937418e-8,7.659470599504325e-8,7.774854375243477e-8,7.865549439495004e-8
1.870953456936389e-8,3.858656263844545e-8,5.2283373099331457e-8,6.091107929605099e-8,6.658343353172678e-8,7.044265234487093e-8,7.318035896988124e-8,7.518191315397763e-8,7.668918705304857e-8,7.784979513452626e-8,7.876261845208337e-8
1.8711748938556943e-8,3.859405136178708e-8,5.229832468605717e-8,6.093412342616147e-8,6.66142991083218e-8,7.048068414893735e-8,7.322478856322416e-8,7.52319846940435e-8,7.674421037331952e-8,7.790915833887328e-8,7.882579008361496e-8
1.8712964405999616e-8,3.8598231351217364e-8,5.2306865738079344e-8,6.09475440521628e-8,6.663254618951893e-8,7.050343705713688e-8,7.325163124442851e-8,7.526248597595662e-8,7.677796508881072e-8,7.794579774692468e-8,7.886498804458838e-8
1.871366996058561e-8,3.860069127171308e-8,5.231199808267254e-8,6.095574687773957e-8,6.664384583950859e-8,7.051767390546525e-8,7.326857294712225e-8,7.528187836358555e-8,7.679956285768149e-8,7.796937191590578e-8,7.88903325141945e-8
1.8714098895435877e-8,3.8602203962101426e-8,5.2315214705041794e-8,6.096096580986875e-8,6.66511179203839e-8,7.052691978693383e-8,7.327965994954637e-8,7.529465281467664e-8,7.681387251164217e-8,7.798507107458244e-8,7.890728770489044e-8
1.8714369995191914e-8,3.8603169329502926e-8,5.2317303678011326e-8,6.096440070916048e-8,6.665595253035141e-8,7.053311582069911e-8,7.32871405903297e-8,7.530332337808829e-8,7.682363660463896e-8,7.799583412338669e-8,7.891896145254764e-8
1.8714547113302827e-8,3.860380529074433e-8,5.2318702290179794e-8,6.09667279441498e-8,6.665925726888139e-8,7.053738110946304e-8,7.329232176080352e-8,7.530936132191902e-8,7.68304693205494e-8,7.800339920263083e-8,7.892719947768223e-8
1.8714666190060725e-8,3.860423593439961e-8,5.23196637350703e-8,6.096834480183382e-8,6.666157129595823e-8,7.054038648443396e-8,7.329599270068878e-8,7.531366065281382e-8,7.683535667699707e-8,7.800883283044347e-8,7.893313874048002e-8
1.871474826982525e-8,3.860453465128523e-8,5.23203400968722e-8,6.096949306656294e-8,6.666322611129549e-8,7.054254777216357e-8,7.329864593990743e-8,7.531678243353666e-8,7.68389204894713e-8,7.801281041356443e-8,7.893750191354304e-8
1.87148061051076e-8,3.860474630570348e-8,5.2320825699407105e-8,6.09703245031206e-8,6.666443173179019e-8,7.05441303532466e-8,7.330059773931649e-8,7.531908879577678e-8,7.684156390925429e-8,7.801577157478823e-8,7.894076103052341e-8
1.8714847659931668e-8,3.860489913217402e-8,5.232118071482751e-8,6.097093699563047e-8,6.666532475783019e-8,7.054530798461727e-8,7.330205632569553e-8,7.532081930360818e-8,7.684355475545391e-8,7.801800944886269e-8,7.894323188711478e-8
1.8714878042155338e-8,3.86050113633664e-8,5.232144450026952e-8,6.097139521528516e-8,6.666599613298671e-8,7.054619704185729e-8,7.330316187244438e-8,7.532213593699677e-8,7.684507482484898e-8,7.801972372066427e-8,7.89451302925936e-8
1.871490060650178e-8,3.86050950472448e-8,5.232164337936132e-8,6.09717428181253e-8,6.666650767666712e-8,7.054687706232947e-8,7.330401062977158e-8,7.532315037635105e-8,7.68462499260752e-8,7.802105304468844e-8,7.894660655863658e-8
