Dl = 0,Dl = 1,Dl = 2,Dl = 3,Dl = 4,Dl = 5,Dl = 6,Dl = 7,Dl = 8,Dl = 9,Dl = 10
-1.0467561166262961e-14,-5.79654437177182e-14,-1.0946213220430588e-13,-1.4068113556681556e-13,-1.5687369058875756e-13,-1.649423498380278e-13,-1.6900010080087385e-13,-1.71055682526498e-13,-1.7208631075137007e-13,-1.7257012535179555e-13,-1.7275626866282699e-13
-9.652199462417447e-15,-5.6524235340111494e-14,-1.0754673176222208e-13,-1.3849039265916198e-13,-1.5452002641167358e-13,-1.6249383202942725e-13,-1.664917294837684e-13,-1.6850712066834242e-13,-1.6950940209800343e-13,-1.6997244963884257e-13,-1.701429618029984e-13
-9.02161656146121e-15,-5.54292774735052e-14,-1.0608470321527372e-13,-1.368148374603605e-13,-1.5271847359515546e-13,-1.6061971995270366e-13,-1.6457147672983362e-13,-1.665556823912766e-13,-1.675358973085973e-13,-1.6798277535555917e-13,-1.6814114630707107e-13
-8.526359926189456e-15,-5.45830782144267e-14,-1.0494990997678833e-13,-1.3551231814171117e-13,-1.5131741417665264e-13,-1.5916240326751657e-13,-1.630779862619142e-13,-1.6503760993053542e-13,-1.6600040506547275e-13,-1.6643453220851315e-13,-1.6658335727269162e-13
-8.132040852230027e-15,-5.3919174327921094e-14,-1.0405598298704597e-13,-1.344850921354247e-13,-1.502122944579594e-13,-1.5801307536899703e-13,-1.618998516468414e-13,-1.6383983366792854e-13,-1.6478871024755575e-13,-1.6521266797000343e-13,-1.6535390240443017e-13
-7.814238213851898e-15,-5.33912337687502e-14,-1.0334245655268918e-13,-1.336644879343758e-13,-1.4932949026028945e-13,-1.570950744502309e-13,-1.60958586561334e-13,-1.628826918022896e-13,-1.638203289636708e-13,-1.6423609188559107e-13,-1.643712253489179e-13
-7.5552844670349e-15,-5.2966310608947004e-14,-1.0276615733489767e-13,-1.330013252653328e-13,-1.486161817594188e-13,-1.5635339240495778e-13,-1.6019788311331279e-13,-1.6210902716325188e-13,-1.6303750151479388e-13,-1.6344659686888708e-13,-1.6357677605291204e-13
-7.342184372693064e-15,-5.262055688872436e-14,-1.0229571062777199e-13,-1.3245977304042164e-13,-1.4803383534196694e-13,-1.5574790339055852e-13,-1.595766736053061e-13,-1.61477145347673e-13,-1.6239808406327844e-13,-1.6280170489422664e-13,-1.6292782131043595e-13
-7.165235709069725e-15,-5.233643082520388e-14,-1.0190795096876488e-13,-1.3201331876805182e-13,-1.4755391138956723e-13,-1.5524889663609986e-13,-1.590645526347632e-13,-1.6095616965846458e-13,-1.6187085988293094e-13,-1.6226994692546205e-13,-1.623927005350735e-13
-7.0170962527776655e-15,-5.2100839999287047e-14,-1.0158552638606074e-13,-1.3164206784916506e-13,-1.4715497987597988e-13,-1.5483407090284655e-13,-1.586386977191476e-13,-1.6052291738732427e-13,-1.6143238603991637e-13,-1.618276877697039e-13,-1.6194763351674274e-13
-6.8921409060618295e-15,-5.1903882314864225e-14,-1.0131526823474222e-13,-1.3133089957626655e-13,-1.468207461442515e-13,-1.5448647598350057e-13,-1.5828176106367495e-13,-1.601597616264631e-13,-1.6106483456600204e-13,-1.6145695170674412e-13,-1.6157453379404663e-13
