Dl = 0,Dl = 1,Dl = 2,Dl = 3,Dl = 4,Dl = 5,Dl = 6,Dl = 7,Dl = 8,Dl = 9,Dl = 10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.46493344616285e-15,1.934797735786562e-14,2.62752286002686e-14,2.94760787441675e-14,3.09784031541274e-14,3.176207714520918e-14,3.221746755339652e-14,3.2509088964578143e-14,3.270973121756115e-14,3.285581602310276e-14,3.296671292182693e-14
2.9213812236460076e-14,6.512172499400149e-14,8.819897018644292e-14,9.923124758669522e-14,1.0453437449079888e-13,1.0726312560091916e-13,1.0877938197215795e-13,1.0968595392485871e-13,1.1026243990766283e-13,1.1064918034976556e-13,1.1092057682739083e-13
4.4546753946172695e-14,9.472027737289836e-14,1.24647898325488e-13,1.3809596747293154e-13,1.4419623514653275e-13,1.4715339113343754e-13,1.4869297204873897e-13,1.4955040947857414e-13,1.500563107312863e-13,1.5037086663465688e-13,1.505761065175169e-13
6.080436627357988e-14,1.2592326154030913e-13,1.6351780092047313e-13,1.8025302588797964e-13,1.877694394348e-13,1.9135807576009876e-13,1.9319001722494706e-13,1.941864817078963e-13,1.9475859167946448e-13,1.9510364045573946e-13,1.9532152829755197e-13
7.470044811547628e-14,1.5145954515532605e-13,1.948025024446745e-13,2.1400978915626256e-13,2.2258802758904274e-13,2.266475992043443e-13,2.286966786548447e-13,2.297954965554885e-13,2.304153074148885e-13,2.3078126495106936e-13,2.3100681277636094e-13
8.661712191252806e-14,1.7262617988053273e-13,2.2045457056547792e-13,2.416055759415489e-13,2.5101656445299575e-13,2.554447057315093e-13,2.5766364616793437e-13,2.5884202372359897e-13,2.5949826754612825e-13,2.598795866409372e-13,2.60110206358135e-13
9.690081358517287e-14,1.9039674437564123e-13,2.418314100813312e-13,2.6455614836035226e-13,2.746392043223447e-13,2.79364743148886e-13,2.817207916085567e-13,2.829630126581767e-13,2.8364810045184577e-13,2.840412662880424e-13,2.842755245153101e-13
1.058397846721103e-13,2.0549574285710722e-13,2.5989832099714854e-13,2.839248527331384e-13,2.945620485197111e-13,2.9953311050927113e-13,3.0200239142667816e-13,3.0329707409751133e-13,3.040056585521622e-13,3.044083394310407e-13,3.04645406621551e-13
1.1366691943488627e-13,2.1846520728296255e-13,2.75356489637888e-13,3.0047812910712196e-13,3.115801995278973e-13,3.167576871244887e-13,3.1932217715144e-13,3.206608027570677e-13,3.2138898455541355e-13,3.2179956085578885e-13,3.220389244209562e-13
1.2056874937463757e-13,2.2971504165978787e-13,2.8872546577661526e-13,3.1478112134167135e-13,3.2627885177677006e-13,3.316325013913953e-13,3.342782261575829e-13,3.356542516399269e-13,3.363990977714489e-13,3.3681639077550205e-13,3.370577087776646e-13
1.266947516037191e-13,2.3955918279200595e-13,3.0039732811032263e-13,3.2725890605205966e-13,3.390975458435256e-13,3.4460341082772814e-13,3.4731930035276535e-13,3.4872758887500303e-13,3.494868297582172e-13,3.4990994435949846e-13,3.501529717695593e-13
1.3216527146621837e-13,2.48241213470867e-13,3.1067294413390335e-13,3.382368873189075e-13,3.503723808160633e-13,3.5601116024712264e-13,3.5878828818261565e-13,3.6022472931860946e-13,3.6099656405869177e-13,3.61424795987236e-13,3.616693467438303e-13
1.3707784107497128e-13,2.5595252673311244e-13,3.197867159979699e-13,3.4796811501299045e-13,3.603644825043924e-13,3.6612037476726263e-13,3.689514340958137e-13,3.7041268319943056e-13,3.711956516069298e-13,3.7162843100383734e-13,3.7187435749693797e-13
1.415120892527069e-13,2.6284531011633407e-13,3.279237887904418e-13,3.5665216755906897e-13,3.6927964023243925e-13,3.7513953406968416e-13,3.780184650497195e-13,3.7950176020534025e-13,3.802946566180235e-13,3.8073151228519835e-13,3.8097869350299375e-13
1.4553352247891452e-13,2.690419284414391e-13,3.35232232735277e-13,3.644484628694411e-13,3.77282126336752e-13,3.832350157772771e-13,3.86156735494216e-13,3.8765976627456504e-13,3.884615799802708e-13,3.8890211568729593e-13,3.8915044989444094e-13
1.4919643383616466e-13,2.7464178584219556e-13,3.4183181282229343e-13,3.7148581046658565e-13,3.8450459953474797e-13,3.905411515191085e-13,3.9350135326567676e-13,3.950221648186349e-13,3.958320377473959e-13,3.9627591583178003e-13,3.965253157829227e-13
1.5254614833729918e-13,2.7972640579621026e-13,3.478204007135956e-13,3.7786937861827715e-13,3.910553197645596e-13,3.971675485248741e-13,4.0016255035651357e-13,4.016994720439576e-13,4.025166679343544e-13,4.0296359750589883e-13,4.032139871774677e-13
1.556207654598236e-13,2.8436323713153356e-13,3.532787307924726e-13,3.8368585223847673e-13,3.970234840649999e-13,4.0320450179762686e-13,4.062311304401586e-13,4.0778272184618556e-13,4.0860660322837983e-13,4.090563314090839e-13,4.0930764369335964e-13
1.5845252028885678e-13,2.8860853836219143e-13,3.582739751658847e-13,3.8900730378685045e-13,4.024832275373053e-13,4.0872705067402707e-13,4.117825513053275e-13,4.1334756074486007e-13,4.1417757138484416e-13,4.146298766320341e-13,4.1488205166718704e-13
1.610688542309318e-13,2.925095874696439e-13,3.6286246414032545e-13,3.938941349628903e-13,4.074966615595634e-13,4.137980582653635e-13,4.168800235350649e-13,4.184573557073122e-13,4.1929300696091543e-13,4.197476938705739e-13,4.2000067780344673e-13
