Dl = 0,Dl = 1,Dl = 2,Dl = 3,Dl = 4,Dl = 5,Dl = 6,Dl = 7,Dl = 8,Dl = 9,Dl = 10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.713371483593749e-14,3.507383578625349e-14,4.428120643723214e-14,4.806511316317226e-14,4.973482037852682e-14,5.057988655428762e-14,5.106526825590078e-14,5.137640786326169e-14,5.1592620012260696e-14,5.1752239298929135e-14,5.187525575690529e-14
9.827046720866824e-14,2.0769044790003912e-13,2.658077925897015e-13,2.9030211539743475e-13,3.012154496359893e-13,3.067597096812855e-13,3.0996124893994627e-13,3.120267956700454e-13,3.1347153688132464e-13,3.145442875555929e-13,3.153750330691398e-13
1.2515298389772666e-13,2.7386428850415723e-13,3.6142075768366376e-13,4.014040090410049e-13,4.200589405945138e-13,4.296279542066277e-13,4.350872618984688e-13,4.385356777363492e-13,4.4089525320397844e-13,4.426164272886109e-13,4.439314704752484e-13
1.4011679444720383e-13,3.132154046327736e-13,4.210941881045532e-13,4.734893861511782e-13,4.991599834734403e-13,5.127029418127416e-13,5.205060780862597e-13,5.254139541925792e-13,5.28734603671553e-13,5.311241332190429e-13,5.329265390580427e-13
1.49080385079308e-13,3.383190157199914e-13,4.613347129122864e-13,5.242101292819157e-13,5.564612703933929e-13,5.740483154268561e-13,5.843775272224295e-13,5.909113789746274e-13,5.953177347638741e-13,5.984608424486991e-13,6.008064391174384e-13
1.5471504415782176e-13,3.548786049319261e-13,4.890874070888437e-13,5.605151135154093e-13,5.986268281081077e-13,6.200892170236607e-13,6.329807323990706e-13,6.412317073521935e-13,6.468144392697888e-13,6.507844748215765e-13,6.53727758708006e-13
1.5842205123725052e-13,3.6618423625687056e-13,5.087320218265386e-13,5.87038777565307e-13,6.302112040514168e-13,6.552379092445803e-13,6.706118248480683e-13,6.805954396890092e-13,6.874012444753243e-13,6.922485998323297e-13,6.958335465558599e-13
1.6095685163338253e-13,3.741438340813482e-13,5.229820050734009e-13,6.068013733059373e-13,6.542706211259129e-13,6.82489982484606e-13,7.001920704245036e-13,7.118638775326367e-13,7.198980877664978e-13,7.256472738463745e-13,7.299028550393161e-13
1.6274746595677658e-13,3.799005143587118e-13,5.335500766815126e-13,6.217956549152455e-13,6.72883312268552e-13,7.039160373748075e-13,7.23753813502088e-13,7.370288319683292e-13,7.462638819789994e-13,7.529157804890766e-13,7.578552488919533e-13
1.6404781089095662e-13,3.8416277386160585e-13,5.415438697327003e-13,6.333608138608643e-13,6.874866395050551e-13,7.209747146473851e-13,7.427428509549643e-13,7.575126078302733e-13,7.678977214638207e-13,7.754341782797832e-13,7.81056621920235e-13
1.6501472844862103e-13,3.873839172787231e-13,5.476976131869397e-13,6.424145981016184e-13,6.990920374971574e-13,7.347118586643842e-13,7.58208026974729e-13,7.74353365634441e-13,7.858231840555661e-13,7.942120960672026e-13,8.005050272786653e-13
1.657485677543402e-13,3.8986247046668414e-13,5.525095668587379e-13,6.495980582635241e-13,7.08423142645485e-13,7.458895092872499e-13,7.709232497660596e-13,7.883230806337511e-13,8.008044590095895e-13,8.100043973951532e-13,8.169465710713074e-13
1.6631553363300898e-13,3.9180019316932473e-13,5.563252756054211e-13,6.553671057836268e-13,7.160058302482709e-13,7.550711186239596e-13,7.814681196388626e-13,8.000049510609437e-13,8.13421910842875e-13,8.233859098864691e-13,8.309499319564343e-13
1.6676049458042834e-13,3.9333664850566324e-13,5.593891806392984e-13,6.600514538502849e-13,7.222278565961961e-13,7.626789244479325e-13,7.902824826132175e-13,8.098456273741208e-13,8.241227498981427e-13,8.348012102636835e-13,8.429557455602897e-13
1.671145882041461e-13,3.9457040650447303e-13,5.618773575925533e-13,6.638932627652837e-13,7.273790168563377e-13,7.690332580740932e-13,7.977041092921372e-13,8.181913108928478e-13,8.332559261351585e-13,8.445987276360372e-13,8.533102614446446e-13
1.6739988220974146e-13,3.9557239919699415e-13,5.639187429713518e-13,6.670729386024235e-13,7.31678616021523e-13,7.743799095339155e-13,8.039951893110718e-13,8.253132232740016e-13,8.410967176538333e-13,8.530546857732724e-13,8.622888675088377e-13
1.6763231239591624e-13,3.9639453846113726e-13,5.656091822033567e-13,6.697266546024695e-13,7.352945470220611e-13,7.789094603599845e-13,8.09361257015684e-13,8.314258975379604e-13,8.478644033083162e-13,8.60390275265738e-13,8.701129039057441e-13
1.6782358180899843e-13,3.970754009799745e-13,5.670209058389831e-13,6.719584456614087e-13,7.383567304278775e-13,7.827711278044815e-13,8.139649013623634e-13,8.367005171362381e-13,8.537351827074602e-13,8.667842005009282e-13,8.769619190177399e-13
1.6798241647417349e-13,3.9764405457261517e-13,5.682090355084276e-13,6.738486846446905e-13,7.409667098315044e-13,7.86082803612427e-13,8.179358235194619e-13,8.412747756703947e-13,8.58851762126211e-13,8.723819959027532e-13,8.829827579646097e-13
1.681154128308801e-13,3.9812268124217355e-13,5.692161240173679e-13,6.754601078547698e-13,7.432045891693245e-13,7.889384185494506e-13,8.213783002542473e-13,8.452602525847516e-13,8.633305591847191e-13,8.773030410405238e-13,8.882964045138122e-13
