amplitudes
0.0
0.6944444444444446
3.069444444444445
11.157331109267
25.26250610282996
48.331485737174845
82.38029247614165
129.41667885479308
191.44486537149464
270.46735040159587
368.485708860716
487.50098347678113
629.5138924005499
796.5249465446295
990.5345193955197
1213.542890357868
1467.5502726522564
1754.55683183355
2076.56269841626
2435.5679766860285
2833.5727509777576
3272.577090231761
3754.5810513551696
4281.584681738983
4855.588021168372
5478.591103290366
6152.59395675416
6879.596606106223
7661.599072499608
8500.60137426098
9398.60352734757
10357.605545718248
11379.60744163693
12466.609225922344
13620.610908154871
14843.612496848838
16137.61399959683
17504.615423191153
18946.616773726604
20465.61805668777
22063.619277023554
23742.620439211023
25504.62154731035
27351.622605012242
29285.623615679033
31308.624582380413
33422.625507924604
35629.626394885614
37931.62724562716
40330.62806232373
42828.628846979125
45427.6296014429
48129.630327424944
50936.63102650838
53850.631700161146
56873.63234974625
60007.632976531
63254.63358169525
66616.63416633883
70095.6347314882
73693.63527810248
