amplitudes
0.06250000000000003
0.3402777777777777
0.7934027777777777
1.2756249999999998
1.7669444444444442
2.262046485260771
2.7590082908163263
3.2569926697530858
3.7555864197530857
4.254566115702478
4.7538022268135895
5.253215401051938
5.752754800144909
6.252386621315192
6.7520876736111095
7.251841614403113
7.751636656841384
8.251464125713893
8.751317520775622
9.251191893424036
9.751083422349655
