amplitudes
0.0
0.44444444444444436
0.0
0.1805555555555556
0.0
0.375
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
