amplitudes
0.0
21.333333333333332
207.33333333333334
418.99999999999943
2218.9999999999986
7978.999999999998
22678.999999999993
54934.99999999999
118439.0
233639.00000000003
429659.0
746459.0
1.237235e6
1.971059e6
3.035759e6
4.541039e6
6.621839e6
9.441935e6
1.3197779e7
1.8122579e7
2.4490619e7
3.2621819000000004e7
4.2886535e7
5.5710599e7
7.1580599e7
9.1049399e7
1.14741899e8
1.43361035e8
1.77694019e8
2.18618819e8
2.67110879e8
3.24250079e8
3.91227935e8
4.69355039e8
5.60068739e8
6.64941059e8
7.85686859e8
9.24172235e8
1.082423159e9
1.262634359e9
1.467178439e9
1.698615239e9
1.959701435e9
2.253400379e9
2.582892179e9
2.9515840189999995e9
3.3631207189999995e9
3.8213955349999995e9
4.330561198999999e9
4.895041198999999e9
5.519541298999999e9
6.209061298999999e9
6.968907034999999e9
7.804702618999999e9
8.722402919e9
9.728306279e9
1.0829067479e10
1.2031710935e10
1.3343644139e10
1.4772671339e10
1.6327007459e10
