amplitudes
0.0
1.3333333333333333
6.333333333333333
13.749999999999996
30.41666666666666
56.416666666666664
93.75
144.41666666666669
210.41666666666669
293.75
396.41666666666663
520.4166666666666
667.75
840.4166666666667
1040.4166666666667
1269.75
1530.4166666666665
1824.4166666666665
2153.75
2520.416666666667
2926.416666666667
3373.7500000000005
3864.416666666667
4400.416666666667
4983.75
5616.416666666667
6300.416666666667
7037.75
7830.416666666667
8680.416666666668
9589.750000000002
10560.416666666668
11594.416666666668
12693.750000000002
13860.416666666668
15096.416666666668
16403.75
17784.416666666668
19240.416666666668
20773.75
22386.416666666668
24080.416666666668
25857.75
27720.416666666668
29670.416666666668
31709.75
33840.416666666664
36064.416666666664
38383.75
40800.416666666664
43316.416666666664
45933.75
48654.416666666664
51480.416666666664
54413.75
57456.416666666664
60610.416666666664
63877.75
67260.41666666667
70760.41666666667
74379.75
